Number of parameters: 4
Number of responses: 0
index                     perm4                  perm5                  perm6                  kmult
77        9.089646230704364e-15  8.849865180756996e-15   3.64269368611609e-15     0.5348999421616057
78        9.810163175520577e-16   3.42409782295541e-15  6.762121393387816e-16     0.9548146891691346
79        2.664099625881529e-15  6.100107228058128e-15  4.585206395157756e-15      1.500885892484801
80        1.642167365654477e-15  2.129066201194797e-16  5.156194115594498e-15     0.6284421033429031
81        4.276081373816161e-16  7.470782787302313e-15  1.965528500894004e-15     0.5271738728188747
82        7.399651696891135e-15  6.520637248359214e-15  7.728845536243937e-15        1.3512882529133
83        5.821570805768274e-15  8.776133169864744e-15  3.697934063352221e-15      0.588838173824859
84        1.163038418860895e-15  5.655334596061236e-15  5.865377545672107e-15     0.9845162529023636
85        3.157617546552933e-15  9.957396186833982e-15  6.600837471969814e-15      1.712269805512616
86        4.972934569173415e-15  9.398542133680456e-15  1.790857706339362e-15     0.9402225950698855
87        1.726466029517688e-15  7.449783080693564e-15  9.916832748112162e-15      1.898763866660006
88         2.40699722587875e-15  3.626694672629697e-15  8.109705372247435e-15     0.7177434328742084
89        7.134023103412283e-15  4.427618857644618e-15  4.007981740998007e-15      1.016918206268484
90        5.577290914461497e-15  8.192417065310269e-15  9.104819975883353e-15      1.108636124041026
91        6.668262863011324e-15  8.591518969553862e-15  7.515960262706537e-15      1.918773446653064
92        7.579924340515999e-15  4.581035190099253e-15  7.154139501800925e-15      1.916815279452078
93        9.829510007696263e-15   7.02856660115688e-15   5.73566382092937e-15       1.25690222366572
94        9.012876537627022e-15  8.299086751612527e-15  2.526660796339005e-16       0.53840428059583
95        8.535138395877779e-15  7.825194149696125e-15  7.979203664669815e-16      1.132175315914661
96        5.628655958162764e-15  2.956471875243914e-15  3.586771741724614e-15     0.6371636468524644
97        4.071233493263473e-15  7.671036002881559e-15    9.1947804372532e-15       1.52403353878785
98        4.210029076828019e-15  5.528398654468125e-15  7.037713158042719e-15     0.7759014914178826
99        2.350009069443188e-15  2.136584319232133e-15   6.96293250436436e-15     0.6926199537864559
100       7.693917417695235e-15  7.504520373619922e-15  8.416644136353895e-15      1.809280613922831
101       8.124638490102653e-15  2.562718715077504e-15  6.383746513978154e-15     0.7366234196574426
102       7.796672627521964e-15  4.646610901955563e-15  4.602871704552758e-15      0.661211836064189
103       9.285360158681811e-16  1.519567362116741e-15  5.247990628903947e-15      1.179971671517619
104       9.863063684901839e-15  1.434978421192883e-15  3.267425322506912e-15      1.073038045328444
105       4.750119772403531e-15  1.156071242005645e-15  7.375168651249836e-15     0.8400762331852619
106       6.959439781514673e-15  6.086427679028247e-15  7.061045447985502e-15     0.8870060522661354
107       3.372210140056034e-15  1.209854600924224e-15  6.750009495123165e-15      1.771157472019839
108       4.871384140830814e-15  7.554081033623149e-15  5.287915211132395e-15      1.163227121990368
109         3.6241511514712e-15  1.620762917361375e-15  1.207157593247904e-15      1.937450436062093
110       4.692576906504673e-15   7.94763470129876e-15  3.858758162104699e-16     0.7469388934590744
111       5.780898405650801e-15  4.497578028048532e-15  5.588036949541643e-15      1.487482148961564
112       9.257629688520008e-15  6.866476914783687e-15  8.045557653384684e-15      1.169533682720964
113       5.887073739467731e-15  7.519536941647837e-16  1.717732905469658e-15      1.622254511520426
114       2.754413528827019e-15  9.677285167982639e-15  4.841710403519353e-15      1.854884483380852
115       6.070242619816588e-15  7.749585498148249e-15  2.020009602390232e-15      1.119019542915641
116       4.569844292372771e-15  3.553170453018088e-15  1.409945085607557e-15      1.751291202837537
117       3.837822148065197e-15  8.382273307472167e-16  3.702804682940922e-15     0.6485388879026601
118       4.301041402560059e-15  1.705077569883508e-15  2.596865045103331e-15      1.557355748763918
119       6.218345604140909e-15  6.005750341960372e-15  4.231697423229172e-15      1.650798461357179
120       2.704844560364141e-15  6.790511590013749e-15  9.000447175057142e-15      1.964117332250834
121       8.235289313957224e-15  1.691781999465879e-15  6.111512338063612e-15      1.307633618612319
122       1.354245197757334e-15  3.239142435598616e-15  9.736230692441141e-15      1.186570385160914
123       6.869514685051005e-15  1.250229534174855e-15  3.895358929452687e-15      1.703776276044098
124       4.269623418411283e-15    6.3693608584013e-15  7.865332179616871e-15      1.148542174868741
125       9.357786289971637e-15  5.409880010522309e-15  3.801221657073207e-15     0.5172500823559982
126       4.142931075562829e-15  3.543830284374134e-15  7.477120667300805e-15      1.410454511636639
127       3.484280538548674e-16  5.592669798593094e-15  1.314101743327477e-15      1.926739085857617
128       4.838468310139557e-16  4.022005818846561e-15  9.641744739051075e-15     0.5919128258425433
129       9.150485574049848e-15  9.246778704755075e-15   2.37853750160148e-15      1.463268000702951
130        3.93175650091855e-15   2.45037209341874e-15  7.958374233733497e-17      1.226266132073892
131       6.627844156986417e-16   8.46326576530843e-15   6.86553649277462e-15      1.722442212918679
132       6.520233168995181e-15  6.403206432168967e-15  4.769081259704091e-15     0.9945485568112905
133       5.204538981160004e-15  7.978085526892773e-15  4.510606733241883e-15     0.9489488913653958
134        1.01877702200919e-15  5.172482553935971e-15  2.969582497367894e-15     0.9725965172127276
135       2.820797594013291e-15  8.106031196188539e-15    2.2952500653654e-15      1.454864338371285
136       7.487213506712529e-15  5.765304396364767e-15  3.219252127405448e-15      1.875892819588322
137       2.564591378050986e-15  8.501379748921343e-15  4.294040671460799e-15      1.055748623012974
138       6.713114064953712e-15  1.494178976399247e-15   3.44147784776997e-15      1.986554484128478
139       2.089214151837545e-15  5.912677625951294e-15   6.02217016308712e-15      0.611099870192773
140       3.884993955054153e-15  1.010359972687573e-15  2.449309693507448e-15      0.793779608913858
141       1.080989820953324e-16  1.929796595807122e-15  1.353630393173503e-15      1.201550054678197
142       9.967343768213059e-15  7.326852089005149e-15  2.815360287070118e-15       0.92892741317487
143       8.710836218711644e-15  3.017041378758258e-15  3.177932588109837e-15      1.029832102805271
144       2.797694882596757e-16  6.558212785740843e-15  1.603577548488795e-15     0.5591753910876489
145       6.324658198703819e-16  9.340973497068176e-15  3.083896187442141e-15      1.837168122309763
146       7.511757184581802e-15  1.058570790062334e-15  8.178910262786176e-15      1.687231906225129
147       1.472073633827439e-15  7.253561619663262e-15  8.882497569821967e-15      1.693897725393497
148       7.290670681656908e-15  2.196254043406554e-15  8.237150453786291e-15      1.589249605887082
149       3.955546561802805e-15  5.455775117268277e-15  7.492372048780846e-16      1.401169319303019
150       2.357042617211653e-15  2.869590574912801e-15  4.452263686390572e-15      1.006064738824404
151       8.404282895314715e-15  9.912558162686892e-15  7.291161045698135e-15      1.419615274090906
152       9.658079995006504e-15  1.597047882652461e-15  1.007916380842277e-15     0.7846798057999969
153       7.335098257101566e-15  2.292335706363958e-15  8.063469198732003e-16      1.440858437606121
154       5.473441130659252e-15  3.157972341281477e-15  6.229086121396496e-15      1.043273303668272
155        1.57593137182329e-15  4.518372261087479e-16  7.998001917561228e-15      1.286536960724846
156       3.472309384500919e-17  9.454309281316221e-15  6.475274736898966e-15      1.372009347680983
157       6.159197732540325e-15  5.129482704400777e-15   8.90608331715878e-15      1.140346864066342
158       5.684790063687518e-15  8.004309036098713e-15  7.945878483488542e-15      1.261420137841313
159       9.308321888396707e-15  7.195797698605211e-15  4.327470764270075e-15      1.249153443997181
160       9.901995905666957e-15  2.727367009048294e-15  1.590026451750632e-15      1.744876387278241
161       7.229223791884868e-15  3.721301125086804e-15  4.070266618639678e-15      0.868848056089911
162       3.647431702166422e-16  3.810933858569563e-16  9.293330814758518e-15      1.507781205011593
163       5.050044590311843e-15   8.34087956432833e-15  9.766373525763497e-15      1.882568747933256
164       1.322332180813019e-15  4.833963331106575e-15  6.439100834721104e-15     0.7100395797048533
165       1.095905665958935e-15  8.914295824188998e-15  1.273746897337478e-15      1.725825431212366
166       2.542286022522834e-15  9.171337168547093e-15  3.339376681823328e-15      1.270414072763971
167       8.021118145317884e-15  1.518362942502503e-16   2.51087737352429e-15      1.069089225344023
168       3.765816634003552e-15  4.161096579230833e-15  2.249070279639592e-15     0.8757210162820974
169       5.630390766607092e-16  2.332101499828935e-15  1.161482090374574e-15     0.7533537885600553
170       3.467815730301143e-15  6.656279342373043e-15  6.928845838769295e-15     0.8629449711031605
171       3.095968629633705e-15  1.824752141287966e-17  4.112764553341738e-16      1.054352165368323
172       7.077618269394246e-16  7.078269344285991e-15  2.494550610606955e-16      1.782716910241532
173       8.752935712069419e-15  3.345788307779639e-16  7.799575111239163e-15      1.637191330460231
174       6.946358354170718e-15  4.331879313199758e-15  8.662898214684485e-15      1.863387137497318
175       8.837563777403706e-15  6.935006354701581e-15  8.796626556479867e-15     0.5008238543025748
176       8.871515319763305e-15  6.297378324879124e-16  5.600385111392422e-15       1.48204980916073
177       7.828636576996605e-15  7.771822877196393e-15  4.979987637163796e-15     0.5090065517363104
178       7.919893774822732e-15  2.696678335824998e-15  5.695855331894696e-15      1.230260978164859
179       5.727793437327399e-15  2.531864181824724e-16  9.978973307916438e-15      1.339657658036408
180       4.414281125225819e-15  5.969467012442526e-15  9.318832496818368e-15     0.5810540850731435
181       1.546011279505451e-15  1.759034203899083e-15  9.423496868280207e-15     0.6226154508380761
182       7.424954033394957e-15  4.146485938244429e-15  9.474536355011641e-15      1.671126117502825
183        8.48739313685537e-15  3.899141083274922e-15  9.215349872793311e-15      1.000629528084104
184       2.907043355596353e-15  5.224180580277266e-15  4.652868143595185e-15     0.7615911233698678
185       2.119781121828493e-15  8.629687027034818e-15  3.100732842635347e-15      1.038477384221636
186       1.802300438334707e-15  4.905690296392415e-15  5.949351317727218e-15      1.640529859997087
187       9.721604381097659e-15  2.534053778200587e-15  5.033112065708553e-15      1.997592603578454
188       5.290493979811288e-15  3.967071732174932e-15  2.902576810968756e-15     0.6183491660959053
189       2.003769698435796e-15  1.235533922797554e-16  6.167472875383127e-15      1.474083118753388
190        2.29906432487125e-15  5.104290076056002e-16  5.456219679041334e-16      1.445271919324048
191       4.456392915566903e-15  9.593979730380789e-15  5.505660434877361e-15      1.236417329778013
192       6.412081708048117e-15  6.458245585458534e-15  2.488105820454367e-15     0.6045559944143993
193       9.497652387539259e-15   2.37377995769411e-15   1.54734960192174e-15     0.9641708114719778
194       8.967529245476677e-17  6.813002716202691e-15  7.641352405643289e-15     0.8466112017764768
195       4.600223885888095e-15  4.711857247232318e-15  5.331636583445444e-15      1.568277161018375
196       4.705401952034479e-15  6.983313016650307e-16  3.207685149922016e-16      1.668041068283143
197       9.639309906670131e-15  6.649148913368676e-15  9.121570445779834e-16      1.328304927930826
198       3.554723784051547e-15  9.062157795074062e-15  6.340955733359082e-15      1.733372851266554
199       4.367306305793674e-15  4.390153110100839e-15  5.787857385990218e-15     0.8114909840774517
200       8.970892088473383e-15  4.542609140335835e-15  7.831388489495109e-15      1.094730474599511
