Number of parameters: 4
Number of responses: 0
index                     perm4                  perm5                  perm6                  kmult
54        7.403592643265557e-16  6.073689778262128e-15  9.816938939015069e-15     0.5191344338119568                    nan
52        6.938310572016486e-15   3.07109064599675e-15   5.55248515599188e-15     0.5468695606391627                    nan
55        7.269488133986793e-15  7.159174498440234e-15   9.69497455544114e-15      1.096790981528654                    nan
58         5.99701735087134e-15  9.914776269575336e-15  4.886953195827451e-15      1.304401893335708                    nan
60        9.898642945045421e-15  3.694799126079979e-15  5.302680035819872e-15      1.070300866396865                    nan
57        4.707491478518631e-15   1.03538785039248e-15  7.918036185652843e-15     0.6539520897217609                    nan
59        6.409006117320318e-15  2.694437395720166e-15  5.846541357657714e-15     0.8753472149525252                    nan
63        9.611576419284077e-15  2.791503157743244e-15  4.667104405703741e-15     0.6799341630378797                    nan
65        1.054994067028921e-15  3.379873012506072e-15   4.22874600061991e-15      1.559964377741573                    nan
67        5.611255443196766e-15  2.581265326582626e-15  9.763493980120031e-15      1.854579810032885                    nan
66        9.023498081216766e-15  4.404390226805921e-15   3.03016611501345e-15     0.5875970693321937                    nan
56        9.638536714041172e-15  5.066215839153596e-15  5.464587423657178e-15     0.8311947726082377                    nan
62        4.904763227578044e-15  3.650014223102634e-15  7.734046946694375e-15      1.295273226153389                    nan
69        1.902960559315335e-15  9.850623651701912e-15  8.322910041990065e-15        1.1954718170234                    nan
68        4.886637648386565e-16  2.750709199783332e-15  7.704050681328993e-15      1.429030613193675                    nan
64        8.530754600032303e-15  9.621843132432169e-15   3.56064627286296e-15     0.7488922124996928                    nan
70        8.634775664690206e-15  5.453867134391352e-15  8.549019241475113e-15      1.398749252045651                    nan
72        6.018497504311768e-15  9.144301012795169e-15  4.687815930194813e-15      1.376458531931278                    nan
74        3.300692624397174e-15  9.079146590418031e-15  2.386949573396191e-15      1.999829808625237                    nan
71        9.001078447948956e-15  5.824815842264558e-15  3.354731228705544e-15     0.6009707234335165                    nan
73        5.740857770566226e-16  3.108234519297757e-15  3.967356184614466e-15     0.7669194229638105                    nan
77        6.073415623431759e-15  7.476941035167026e-15  2.592762271038019e-15      1.949330077931412                    nan
75        2.377066663445228e-15  4.788462393389102e-15  3.913832304144199e-16      1.247405634781896                    nan
61        7.170662461195618e-15  8.548554686825703e-15  9.958967625027596e-15      1.811648844803233                    nan
76         3.06509929781946e-15  2.483477496576786e-15  6.247801767793597e-15      1.137537759927289                    nan
78        7.990444245238369e-15  2.123100350579817e-15  6.505664060530304e-16        1.7117460746421                    nan
81        2.025769964440334e-15  2.580023681601339e-15  9.489193920670771e-15      1.714536773545096                    nan
80        1.115479244780087e-15  2.884156953009814e-15  2.374021368342884e-15      1.001224612789142                    nan
82        8.036497388495165e-15  8.998819177713787e-15  2.633889984848403e-15      1.580754351101048                    nan
79        9.331850869806788e-15  2.852656240233698e-15  4.448388566944965e-15     0.8058855357695595                    nan
85        9.809373200119265e-15  9.196292815675587e-15  4.522987743638111e-15      1.075013353282924                    nan
83        5.105168765708939e-15  9.253353379243311e-15  8.034309697149712e-15      1.897941684065924                    nan
86        2.661300506972217e-15  1.961570150422553e-15  1.388018748121749e-15     0.5320679108945473                    nan
90        6.377857683748828e-15  9.409658128279729e-15  7.114783838524052e-15      1.785104696416822                    nan
88        9.596522465100334e-15  3.809516898706787e-15  5.669727886300647e-15     0.6310092866731689                    nan
91        5.709331032771007e-15  9.109187028930934e-15  1.115167388823996e-15     0.6662748725022193                    nan
89        4.722889639542736e-15  2.558924223399132e-15  5.512643310575698e-15      0.516714824513312                    nan
93        6.201606041569159e-15  6.293437744559553e-15  8.909227085395948e-15      1.107411158786929                    nan
94         8.57731238613416e-15  2.637890824616998e-15  2.201075200707236e-15      1.032307640465818                    nan
84        4.974156268068587e-15  8.144281774893591e-15  6.393516027304508e-15      1.597499844311894                    nan
95        9.338569115840803e-16  4.921124486734552e-15  5.890428043471455e-15      1.320480097868754                    nan
97        8.763511419824626e-15  8.784850837142981e-15    2.1699994277854e-15      1.901734331030982                    nan
96        9.190851988758022e-15  9.058688446322278e-16  4.111581441673713e-15      1.934958674756057                    nan
98        5.456836558163933e-15  8.220791006630904e-15  5.600693878331959e-16       1.45972632263133                    nan
99        2.721321522479426e-15   9.96871812567234e-15  8.198427711365119e-15      1.113555430235654                    nan
92        4.937073869929752e-15  8.868762075584961e-15  6.345188518933193e-15      1.831562982493669                    nan
87        7.917757334648566e-15  7.572511777134655e-15  8.304139948201336e-15     0.5695069589007385                    nan
101       3.559998519442934e-15  5.520388999401297e-15   2.78885530115137e-15      1.326753038959709                    nan
100       6.409928419153589e-16  9.327788410689902e-15  2.944200263320943e-15      1.093036686215623                    nan
103        8.36629732411279e-15  7.333403593689042e-15  1.565471185103156e-15      1.037906903315881                    nan
104       2.658444618294618e-15  3.305217075837371e-15  9.327276500638596e-16      1.139174996983765                    nan
102       3.958794862631525e-15  7.810724657193524e-15  9.020349088277627e-15       1.48303447037079                    nan
105       6.649913234633768e-16  7.935214902312005e-15  9.518946711481527e-15     0.6021369730599966                    nan
108       2.854084408219783e-15  4.556762666778976e-15  9.104247855231737e-15      1.519169997681749                    nan
106       6.267727948145873e-15  9.017355835369948e-15  8.719342545245019e-15       1.07873471135469                    nan
109       7.602646190936353e-15  9.543250751041784e-15  9.774796024163627e-16      1.416841131362991                    nan
107       3.005265822738062e-15  3.436046745665783e-15  3.079668553830789e-15     0.6714689561765528                    nan
110       2.405331320077452e-15  1.530568949519364e-15  2.107391254024211e-15     0.7417379049427311                    nan
112       8.979160164879611e-15   3.71834578180659e-15  4.703544829773959e-15      1.953426758469897                    nan
114        1.51441387063329e-15   8.76629177366598e-16  4.158475565078769e-15      1.148753195930156                    nan
113       1.331677653664496e-15  9.828929638793763e-16   6.68279283136588e-15      1.460283943611594                    nan
111       9.065127250679775e-15  6.055342020441278e-15  3.794851889946279e-15     0.8485073096924901                    nan
116       1.410305191257597e-15  6.828416650482609e-16  3.112615485151019e-16      1.543971892739042                    nan
118       6.244469315609648e-15   1.69293895096796e-15  7.305984205747872e-15      1.531427486565342                    nan
119       2.162206098742499e-15  2.828792056475072e-15   9.18082779588171e-15     0.5945447779359179                    nan
120       2.043289901997987e-15  2.377287074509196e-15  3.779474115604448e-15      1.004369379802397                    nan
121       7.211534118046157e-15   4.76645309099363e-15   4.27284629816221e-15      1.273226758838725                    nan
124       2.457326797977539e-15  5.912659768804067e-15    1.5820578428832e-15      1.134292486774361                    nan
123       6.444397075011128e-15  3.356219544730647e-15  7.665961599129415e-15      1.430220363625675                    nan
122       1.844863443649093e-15   2.67667466346193e-15  3.459184393545788e-15     0.9049538676689391                    nan
127       1.292907546772253e-15  2.431000297973608e-15  9.930158752867012e-15      1.891222198038747                    nan
126       4.535154991173786e-15  2.628951463275702e-16  7.746002359537556e-15     0.7725657393646617                    nan
115       9.221012549618576e-15  9.297644441851775e-15  9.863368147070251e-15      1.594350584235642                    nan
128       2.349297466178336e-15  8.976965285143814e-15  8.249809832304364e-15      1.809190738234076                    nan
129       3.357719664658699e-16  4.155601287156465e-15  8.610881091076642e-15      1.915732494146571                    nan
125       5.307587416049315e-15  5.878339047806444e-15   4.28958097361954e-15      1.232790039885605                    nan
117       9.345375713044445e-15  2.393464567609439e-15  9.788346879349737e-15     0.6842553362178793                    nan
130       7.833273644045278e-15  6.753230924570794e-15  2.743115937804187e-15      1.601596670507119                    nan
131       5.043015156686403e-15  6.893238867958925e-15  1.743433775277173e-15      1.898758724670952                    nan
132       5.958718960540712e-15  7.438555530718167e-15  4.910689423730187e-15      1.280525195168928                    nan
133       6.582823305804922e-15  7.125959244687945e-15  7.345535654119639e-15     0.8615761368549303                    nan
135       6.964230463656524e-16  9.875705124557727e-15  2.262107557825971e-15      1.447328846233398                    nan
136       3.595100892210665e-15  6.172828604989816e-15  1.194589094184057e-16      1.276261760575424                    nan
134       8.937548452636011e-15  4.988167804475608e-15   2.70280841298763e-15      1.510621854515783                    nan
139       4.301852135038495e-15  5.348789727131642e-15  8.394316999629919e-15      1.469875712851623                    nan
137       3.158874196295658e-16  2.090206991499036e-15  9.371903469951493e-15      1.500623564860518                    nan
140       4.128691948974221e-15  3.929699876572509e-15  5.774275127043806e-15       1.45519232699693                    nan
143        9.31739521322528e-15  8.521508002061209e-15  1.676369120700112e-15      1.241995198393766                    nan
142       1.268548912954476e-15  3.242512050508537e-15  7.215579651117062e-15     0.6164619138558354                    nan
138       7.858442708816636e-15  1.343166737658156e-15  7.899905587222898e-15     0.8015168063214104                    nan
144       3.674273637422793e-15  7.411977745334325e-15  1.806543287223025e-15       1.34639957873973                    nan
146       4.758315049288515e-15    8.4916850268914e-15  3.972833548018574e-17      1.008466535208635                    nan
141       5.372682209658074e-15  4.821000799153764e-15  7.815392434653511e-15     0.8446046617972904                    nan
145       1.645156187635179e-15  1.406401287781355e-15   6.87710323963947e-15     0.7174986492151847                    nan
147       3.634966415006644e-15  3.749525051876424e-16  6.313069189204961e-16      1.754393438500941                    nan
148       8.113479931239694e-15  1.810785465953773e-15  7.070338892259673e-15      1.667350759743744                    nan
149       5.939708261082942e-15  7.243027003200434e-15  3.681696364552365e-15      1.975970523572387                    nan
150       5.627938589907478e-15  4.055173082666467e-15  1.787423243412557e-15       1.86678543077121                    nan
151       1.566647017147416e-15  3.075328643008466e-16   9.35371289251746e-15      1.452259289682089                    nan
152       8.080852507950205e-15  8.078461459290763e-15  6.849104761186318e-15      1.644673506197352                    nan
153       5.789435926770521e-15  3.759833686239921e-15  3.838672787416022e-15      1.316423816193156                    nan
154       9.947042716079328e-16  6.581956049163968e-15  1.457093271881624e-15     0.6113986044342079                    nan
155       3.243281692626728e-15  4.705865070384534e-15  5.135079554285584e-15      1.338687628479964                    nan
157       5.075549851215035e-15  2.065862384264444e-15  2.228305517880738e-15      1.011665352611777                    nan
156       2.074908732028875e-15  3.272932091916154e-15  3.609698780017454e-15      1.987981755036792                    nan
158       4.320133442915092e-15  6.777282928094382e-15  8.426797885322065e-15      1.323201576387969                    nan
159       2.302500059746585e-15  3.194772259766419e-15  3.507974711690637e-15     0.7226274447100173                    nan
160       7.249092084374918e-15  5.410083862139816e-15  5.067434918187046e-15     0.5844530710985348                    nan
162       1.475981703277274e-15  8.428748203744242e-16  2.834640729599845e-15      0.987323074180986                    nan
164       4.607899883962268e-15  5.290563897806977e-15  6.233640417764591e-15       1.82532947677222                    nan
161        2.43988304423651e-15  9.820481427024129e-15   8.65953646573965e-15      1.043478793417807                    nan
163        5.39739412065023e-15  3.047347122828083e-15  1.683315671681792e-15     0.7830887619082622                    nan
165        4.46296983174743e-15  1.366506994345869e-15  6.569855546562333e-15      1.344456436632171                    nan
168       3.367719108427528e-15  1.078925789778254e-15  1.128849594857617e-15      1.739891270812128                    nan
166       4.054709975362345e-15  3.674235374595263e-15  5.027423224780332e-15     0.9633093451816577                    nan
169       9.747501174255355e-15  6.195105342356118e-15  3.559945700852757e-16      1.426755069641157                    nan
167       7.457389471076428e-15  3.479317574587207e-15  3.987337464637407e-15     0.8213443500656221                    nan
170       6.527159078863265e-15  2.180229515495273e-15  2.185839883989749e-15      1.370991313338256                    nan
173       1.014542217383433e-15  1.264616150863811e-16  1.633895121789167e-15      1.402999477807843                    nan
172        3.92715273960112e-15  8.213071762713594e-15  4.586871900229372e-15      1.968402938005479                    nan
174       6.170300510296961e-15  4.855859845734406e-15  8.579940389674646e-15     0.9314070296035014                    nan
171        5.66193638572013e-15  1.395225458724953e-15  8.622197394781697e-15     0.9349134041395802                    nan
176         6.8393950438674e-15  4.195529740487481e-15  3.941996227479958e-15      1.029327776569906                    nan
178        1.48275281751994e-15  2.770506638111549e-15  8.469080843323134e-15     0.7496637738161449                    nan
180       3.738906234936021e-15  7.361072470347994e-15  8.530328528297657e-15      1.933891191670983                    nan
179       3.367994040644796e-17  2.194470474123131e-17  2.969208603254804e-16      1.880511826299594                    nan
177       7.804664258890349e-15  5.886000496120669e-16  4.841556313328601e-15      0.590451988293677                    nan
182       7.698928659670916e-15   9.22551488392663e-15  2.994524037587277e-15      1.910902445807501                    nan
175       5.409269687372618e-15  8.572046344136825e-15  4.922806697794142e-15     0.8945942281993223                    nan
184       3.460523638499344e-15  4.090097551338972e-16  2.075246240045122e-15      1.055459599200847                    nan
185       4.991720868430966e-15  7.996109180126469e-15  7.159850126568379e-15     0.7029437514625685                    nan
183       6.756829587397518e-15  8.425388768380983e-15  3.533426990374588e-15     0.8354460417727562                    nan
186       4.364633207106731e-15  8.778952490443868e-15  1.412824423458395e-15     0.8825796604491033                    nan
188       7.335333003892525e-16  3.570777329702477e-15  1.551436174120504e-15      1.591342492652264                    nan
190       1.669602647389655e-15  6.673070799744313e-15  4.050569715851051e-15      1.188226684432869                    nan
194       8.697477503796592e-15  7.885281945779958e-15  1.162716845722809e-15      1.115283763013239                    nan
192       4.407830184822183e-15  9.423396760349994e-15  6.451166959847509e-15      1.289864087104774                    nan
195       9.678452927356147e-15  7.955744260004737e-15  9.202676839191197e-15     0.9284892272906059                    nan
193       4.644485838613743e-15  7.649924016728118e-15  8.298552160111463e-15     0.7291098024415384                    nan
181       9.946743185078059e-15  1.913204262183231e-15  8.928672455971966e-15     0.8631665041792427                    nan
189       4.947267911287389e-15  3.334943303963415e-15  9.706623973200719e-15      1.171511653678201                    nan
196       5.523282179574828e-15  4.222308770978682e-16    9.4599701597787e-15      1.654257909626716                    nan
191       7.647511570290272e-15  9.025299871345126e-15  4.759848487391876e-15     0.7695911554805805                    nan
187        8.14895023107378e-15  9.598028032124473e-15  9.524021988721613e-15      1.570010618932266                    nan
197       4.703920016980607e-16  3.934234106554504e-16    3.1446775423292e-15      1.109735559447736                    nan
198       3.144076235946454e-15  8.367621412010559e-15  7.639320656688017e-15      1.245163979345168                    nan
201       3.329281485656477e-15  5.473723494802607e-15  2.661330441307843e-15      0.660849970102194                    nan
203       3.815776446621043e-15  2.104916769449241e-15  5.180773922806646e-15      1.042843955385024                    nan
202       2.550525876993537e-15  2.733664679791517e-15  6.896763763502831e-15      1.938886088890323                    nan
199       8.305978110831287e-15  2.311276685466553e-15  1.238299052258061e-15     0.5281711942688897                    nan
204       2.795085612516149e-15  4.214168602966838e-15  5.338774663324586e-15      1.090346987571078                    nan
205       6.494431084294212e-15  6.341387837351074e-15  1.836296839884277e-15      1.175188186911019                    nan
200       1.727929077623284e-15  5.388072209009249e-15  2.523286870793475e-15     0.9797295997647074                    nan
206       3.092704879549371e-15  4.701100581210551e-16  7.011155963164915e-15       1.49255448133014                    nan
210        2.74339229487344e-15  3.989636599822065e-15  5.364713764948826e-16      1.017856431227385                    nan
208       7.433290009237314e-15  5.644034492190612e-15  3.263514435259417e-15      1.284923741107751                    nan
207       4.503709678839455e-15  2.337730709148706e-15  6.555458253899716e-15      1.259964615242025                    nan
212       7.948406649277135e-15  1.596814902060816e-16  9.609609588779213e-15      1.524249617136482                    nan
213       8.189521040590332e-15  4.532362066652832e-15   5.21456435402418e-15      1.839030206203797                    nan
209       5.097846056831941e-15  9.209521967797952e-15  1.266488287287195e-15     0.6453943987807081                    nan
215       6.737447709399032e-15  4.439371639993874e-15  4.637495769689098e-15      1.506812920034959                    nan
216        8.99811431523734e-15  7.904467703329312e-15  5.996638224139685e-16      1.390527230335219                    nan
217       8.747535427109913e-15  7.689487959880491e-15  6.817468267374457e-15      1.368581538554025                    nan
214       9.107476292649397e-15  1.252168655784474e-15  1.765513693137768e-15      1.533366959047463                    nan
218       2.256333766422584e-15  6.596866928421458e-17  8.425507150006045e-16      1.976874198541871                    nan
219       1.881857477196683e-15  7.238001119642095e-15    5.9235596498408e-15     0.7991325370164231                    nan
220       3.032224955919494e-15  6.613926886935087e-15   1.53385426872818e-15      0.756711390828293                    nan
221        6.10433218921384e-15  8.813931605811742e-15  4.205416292652268e-15      1.682217925564533                    nan
223       7.331343537156798e-15  3.546094654613526e-15  6.595112393265822e-15      1.575138691805635                    nan
211       9.969013490235505e-15  6.221562142675769e-15  9.569309877570089e-15       1.68846625006833                    nan
225       2.201427098955773e-15  9.379701155296545e-15  3.169829659832154e-15     0.7733012642513817                    nan
224       3.700264269831847e-15  5.612734146619883e-15  9.331761135826684e-15      0.874618821755472                    nan
227       5.511551966930529e-15  5.272751779973927e-15  1.855600804848297e-15      1.746278894638594                    nan
229       2.719551066254922e-15  8.010309587156806e-15  4.417368709248599e-15      1.940704252529955                    nan
228       3.971797328495887e-15  6.806345685114641e-15  8.075873855968588e-15      1.015846514215768                    nan
230       9.044907265458821e-15  5.082344425290724e-16  5.821558120222364e-15     0.9831193578777198                    nan
232       2.231765985033455e-15   6.83403010467196e-15  5.257944027553819e-15      1.665532712570587                    nan
233       1.027141161255847e-15  6.931824423652773e-15  9.249118783449696e-15      1.127342243858335                    nan
231       2.622348358971181e-15  4.751788406648133e-15   3.58697026335569e-15      1.512991746988549                    nan
235        4.22630397065832e-15  3.216955097251429e-15  9.003821395684253e-15      1.884841516792648                    nan
234       5.868745104475308e-15  1.711626832549259e-15   1.48994742476568e-15     0.6924827076640616                    nan
236       6.798457897373996e-15  5.994268011090686e-15  3.476146295575921e-15      1.422469204135176                    nan
241       7.882791327003991e-15  7.548287420800108e-15  4.161605152392638e-15      1.957203899448904                    nan
238       2.269599123928624e-15  5.546888656523185e-15   1.28676631911834e-15      1.567536696558824                    nan
240       7.965560177445242e-15  3.404769895535308e-15   6.82832765088361e-16       1.68103994137631                    nan
222       9.507897654453988e-15  8.252625713908935e-15  9.460852763637798e-15       1.48963363173186                    nan
239       5.768331427000019e-15  4.109577457606286e-15  2.400477661761574e-15     0.8791860471432458                    nan
242       1.593694347131257e-15  6.305962443897984e-15  1.065493476225291e-15      1.336742554048755                    nan
243       7.787564007452794e-15  4.808808235102021e-15  6.735186336000335e-15      1.800694697669954                    nan
237       4.879589822901589e-15  9.136631513362501e-15  6.820074996130084e-15     0.8712067962410531                    nan
245       9.437522717689865e-15  4.609306160859789e-15  1.776307508078515e-16      1.065917224746121                    nan
226       7.567645426765797e-15  4.502231069659321e-15  8.121217281936282e-15      1.947926014063039                    nan
244       8.857225078585155e-15  6.551588059307457e-15  4.398585777862511e-15     0.9725654369051802                    nan
247       5.882778322976126e-15  6.532571125237032e-15  2.096838146956574e-15     0.8077947349640215                    nan
246       8.657949287911694e-15  8.165235918394483e-15  1.899266106017431e-15     0.5746192124676706                    nan
252       6.137182235862684e-17  3.498769617729951e-15  5.647136832258261e-15      1.721711456742926                    nan
248       1.600990474667297e-15   6.70183826789393e-15  1.932382612055564e-16     0.8179688368484995                    nan
250       6.600851889952584e-15  7.280062149207303e-15  2.285637591134919e-15     0.8681667217109024                    nan
253       7.300470786402531e-15  7.765283649062339e-15  7.451647440941281e-15      1.695372492004936                    nan
251       1.196672550642119e-15  3.458486642024937e-15   8.85050165496231e-15     0.6525982954872105                    nan
254       3.058119703788996e-15  3.791505192619636e-15  4.035005597263309e-15     0.8140433520946627                    nan
256       9.167671904643495e-15  9.169561911717041e-15   2.60888482383501e-15      1.186892808135741                    nan
255       4.846645349228081e-15  3.014064382726487e-15  6.036288475784933e-15      1.382930525108915                    nan
260       7.828722790782588e-16  8.911837224942891e-15  4.325892922089258e-15      1.761760113940065                    nan
257       5.470737940967442e-15  8.367504645533609e-16  8.367208132674184e-15      1.142735378123988                    nan
259       3.237937626044298e-15  4.904789123214889e-15  2.816406102306437e-15      1.705873059143871                    nan
258       9.489146562769782e-15  9.805732661594734e-15  2.911794523656367e-15     0.8982194314372611                    nan
261       6.550160399976938e-15  4.551557347996441e-16  2.008828158947549e-15     0.5117476158102285                    nan
263       3.382338172700476e-15  4.340028373963989e-15  2.047631423308213e-15      1.466882739597033                    nan
262       2.510370166845853e-15  8.326661878292699e-15  6.639323107878328e-15     0.8277670462779356                    nan
264       1.807589316178371e-15  4.223562153010518e-15  7.980574353465894e-15      1.528142794230788                    nan
265       7.670448731701157e-15  2.906299384127048e-16  8.863537890770853e-15     0.6622666296044051                    nan
266       2.520493435864014e-15  5.565912693077727e-15  6.411710103585685e-15     0.8247287549812817                    nan
267       8.945025354894724e-15  1.884233569835164e-15   3.90440783571186e-15      1.625759109632658                    nan
268       6.852871772908771e-15  8.931214587481524e-15  7.963353598581823e-15     0.9433070063022679                    nan
269       2.877663083772112e-15  5.103752465765771e-15  5.797542443298445e-15        1.5380077679038                    nan
271       8.796426314902393e-15  1.085450922233104e-15  9.123525749904541e-15      1.298280799438207                    nan
272       2.104256674838582e-16  9.397730048517735e-15  6.714632207079948e-15      1.578747119461345                    nan
270       6.427135814494969e-15  9.755496845590174e-15  4.992948552566395e-16     0.6246967128156519                    nan
249       9.934455652850605e-15  1.832327381940764e-15  6.125167541965175e-15      1.984807879841052                    nan
276       2.144332769269477e-15  5.594557618509159e-15  9.635826440021003e-15      1.606349037098882                    nan
274       1.365705873486521e-15  6.546226378950676e-16  8.015185956571259e-15       1.30778677241392                    nan
279       2.814469439275774e-15  5.850273332553581e-15  4.617945901778356e-15      1.639360784676889                    nan
278        1.35259766750608e-15  7.732342006951121e-15  3.758522426497869e-15     0.7916380419534239                    nan
277       7.502576103656064e-15  3.943905270062796e-15  8.190503144193329e-16     0.5629852687722589                    nan
282       7.106207160040105e-15  2.460534586865124e-16  9.292004305927442e-15       1.67446988359802                    nan
273       8.593488873166474e-15  8.467200763707097e-15   4.57595430807055e-15     0.7149727240877339                    nan
284       2.610218115024171e-15  2.649019296479903e-15  6.594907991292453e-17      1.794378601308447                    nan
286       9.749381131235939e-16  4.070983919606862e-15  9.410485470296835e-15       1.92174736244022                    nan
287       7.707566133541197e-15  8.506376381929955e-15  7.430524425568532e-16      1.060954140708787                    nan
281        5.01710372291304e-15   7.74974383406965e-15  4.377335350128208e-15      1.858351019561203                    nan
275       9.645419101776945e-15  8.260289733656373e-15  7.692180148656187e-15     0.5352376794491014                    nan
283       6.507517344154197e-15  6.003401721740629e-15  9.053171038688801e-15     0.5674793973537375                    nan
280       5.493458877110193e-15  2.455557346661021e-15  6.524437779815322e-15      1.496061618224888                    nan
291       7.071042834544963e-16   6.74571556749291e-16  3.209735936258738e-15      1.407554662576531                    nan
288       6.815864110491183e-15  7.586188439945465e-15  7.791359106835548e-15      1.814570307465892                    nan
289       3.898423811980945e-15  7.623428423320639e-15  8.445089133331294e-15     0.9518475706021248                    nan
290       6.338547775001507e-15  1.541800799977804e-15  7.169226986516622e-15     0.7361947725887399                    nan
294       8.431971924279694e-15  4.485833620632897e-15  4.488222853852969e-15       1.75304415638382                    nan
292       5.596107386548098e-15   9.45928875916285e-15  6.101033537685835e-15      1.693249045845445                    nan
297       5.235987030597845e-15  7.871469590142321e-15  7.256742050529302e-15      1.375946073274044                    nan
293       3.186322187703868e-15   8.11565779006643e-15  7.405087394095876e-15     0.7393500092809836                    nan
